Age,Education,MaritalStatus,Occupation,Race,Gender,HoursPerWeek,Country,Salary
18, Some-college, Never-married, Other-service, White, Female,25, United-States, <=50K
27, HS-grad, Separated, Adm-clerical, White, Male,38, United-States, <=50K
32, HS-grad, Divorced, Other-service, White, Female,35, United-States, <=50K
51, HS-grad, Never-married, Other-service, Black, Male,40, United-States, <=50K
38, Assoc-voc, Divorced, Adm-clerical, Black, Female,40, United-States, <=50K
41, Some-college, Married-civ-spouse, Transport-moving, White, Female,25, United-States, <=50K
26, Some-college, Married-civ-spouse, Craft-repair, White, Male,40, United-States, <=50K
38, Assoc-voc, Divorced, Exec-managerial, White, Male,35, United-States, <=50K
54, 9th, Married-civ-spouse, Exec-managerial, White, Male,45, United-States, >50K
30, Bachelors, Never-married, Prof-specialty, White, Female,60, Outlying-US(Guam-USVI-etc), <=50K
31, Some-college, Widowed, Exec-managerial, White, Female,30, United-States, <=50K
26, Bachelors, Never-married, Prof-specialty, White, Male,40, United-States, <=50K
75, Doctorate, Married-civ-spouse, Prof-specialty, White, Male,3, United-States, <=50K
29, Masters, Never-married, Transport-moving, Black, Male,40, United-States, <=50K
61, HS-grad, Married-civ-spouse, Exec-managerial, White, Male,50, United-States, >50K
24, Some-college, Separated, Sales, White, Female,45, United-States, <=50K
22, 12th, Never-married, ?, White, Male,30, United-States, <=50K
34, Assoc-acdm, Never-married, Prof-specialty, White, Male,40, United-States, <=50K
42, Some-college, Divorced, Craft-repair, White, Male,40, United-States, <=50K
24, 11th, Never-married, Craft-repair, White, Male,40, United-States, <=50K
42, Assoc-acdm, Married-civ-spouse, Sales, White, Male,40, ?, <=50K
27, HS-grad, Never-married, Craft-repair, Black, Male,40, United-States, <=50K
39, Bachelors, Married-civ-spouse, Prof-specialty, White, Female,50, United-States, >50K
20, HS-grad, Never-married, Handlers-cleaners, White, Male,40, United-States, <=50K
51, 11th, Never-married, Other-service, Black, Female,40, United-States, <=50K
68, Bachelors, Married-civ-spouse, Sales, White, Male,30, United-States, <=50K
28, HS-grad, Never-married, Machine-op-inspct, White, Male,48, United-States, <=50K
43, HS-grad, Divorced, Tech-support, White, Female,40, United-States, <=50K
35, Some-college, Married-spouse-absent, Craft-repair, White, Male,40, United-States, <=50K
44, HS-grad, Divorced, Adm-clerical, Black, Female,40, United-States, <=50K
41, Bachelors, Never-married, Handlers-cleaners, White, Male,40, United-States, <=50K
44, HS-grad, Married-civ-spouse, Tech-support, White, Male,45, United-States, >50K
20, HS-grad, Married-civ-spouse, Adm-clerical, White, Female,40, United-States, <=50K
46, HS-grad, Married-civ-spouse, Craft-repair, White, Male,75, United-States, >50K
27, Assoc-acdm, Married-civ-spouse, Transport-moving, White, Male,70, United-States, >50K
32, Some-college, Never-married, Other-service, White, Male,50, United-States, <=50K
46, Some-college, Divorced, Sales, White, Male,50, United-States, <=50K
26, HS-grad, Never-married, Other-service, White, Male,24, United-States, <=50K
20, Some-college, Never-married, Adm-clerical, Asian-Pac-Islander, Female,40, Vietnam, <=50K
36, HS-grad, Married-civ-spouse, Farming-fishing, White, Female,40, United-States, <=50K
49, Bachelors, Married-civ-spouse, Exec-managerial, White, Male,40, United-States, >50K
32, HS-grad, Married-civ-spouse, Exec-managerial, White, Male,55, United-States, >50K
32, Bachelors, Married-civ-spouse, Prof-specialty, White, Male,50, United-States, >50K
49, Bachelors, Married-civ-spouse, Craft-repair, White, Male,40, United-States, >50K
36, HS-grad, Never-married, Transport-moving, White, Male,45, United-States, <=50K
22, Some-college, Never-married, Other-service, White, Male,25, United-States, <=50K
52, HS-grad, Divorced, Adm-clerical, White, Female,40, United-States, <=50K
42, HS-grad, Married-civ-spouse, Exec-managerial, White, Male,50, United-States, >50K
22, Some-college, Never-married, ?, White, Male,40, United-States, <=50K
72, HS-grad, Widowed, Other-service, White, Female,16, United-States, <=50K
30, Bachelors, Separated, Prof-specialty, White, Female,40, United-States, <=50K
44, Some-college, Married-civ-spouse, Handlers-cleaners, White, Male,40, United-States, <=50K
23, Bachelors, Never-married, Sales, White, Female,45, United-States, <=50K
22, Some-college, Never-married, Sales, White, Male,20, United-States, <=50K
59, Bachelors, Separated, Adm-clerical, White, Male,60, United-States, <=50K
46, HS-grad, Divorced, Prof-specialty, White, Female,40, United-States, <=50K
30, Assoc-voc, Married-civ-spouse, Handlers-cleaners, White, Male,40, Mexico, <=50K
64, 7th-8th, Widowed, Other-service, White, Female,30, Puerto-Rico, <=50K
31, Some-college, Married-civ-spouse, Sales, Black, Female,40, United-States, <=50K
64, HS-grad, Married-civ-spouse, Other-service, White, Male,20, United-States, <=50K
45, HS-grad, Never-married, Machine-op-inspct, White, Female,40, United-States, <=50K
59, HS-grad, Married-civ-spouse, Machine-op-inspct, White, Male,40, United-States, >50K
32, HS-grad, Never-married, Adm-clerical, Black, Female,40, Jamaica, <=50K
43, Bachelors, Married-civ-spouse, Machine-op-inspct, Amer-Indian-Eskimo, Male,40, United-States, <=50K
66, 10th, Divorced, ?, White, Female,20, United-States, <=50K
23, Some-college, Never-married, Sales, White, Male,45, United-States, <=50K
49, HS-grad, Married-civ-spouse, Craft-repair, White, Male,40, United-States, <=50K
32, 12th, Married-civ-spouse, Machine-op-inspct, White, Male,40, Mexico, <=50K
49, Assoc-voc, Never-married, Exec-managerial, White, Female,40, United-States, <=50K
33, Some-college, Divorced, Prof-specialty, White, Male,40, United-States, <=50K
28, Prof-school, Never-married, Prof-specialty, White, Female,85, United-States, <=50K
47, HS-grad, Married-civ-spouse, Sales, Black, Male,40, United-States, <=50K
41, HS-grad, Never-married, Other-service, White, Male,40, United-States, <=50K
34, Masters, Married-civ-spouse, Exec-managerial, White, Male,40, United-States, >50K
25, HS-grad, Never-married, Other-service, White, Female,35, United-States, <=50K
20, Some-college, Never-married, ?, White, Female,40, United-States, <=50K
21, Some-college, Never-married, Sales, White, Female,15, United-States, <=50K
25, HS-grad, Never-married, Farming-fishing, White, Male,30, ?, <=50K
46, 9th, Married-civ-spouse, Other-service, White, Male,40, United-States, <=50K
37, 1st-4th, Married-civ-spouse, Craft-repair, Asian-Pac-Islander, Male,40, Cambodia, <=50K
41, Some-college, Married-civ-spouse, Craft-repair, White, Male,56, United-States, >50K
44, HS-grad, Never-married, Adm-clerical, White, Male,50, United-States, <=50K
30, HS-grad, Married-civ-spouse, Tech-support, White, Male,40, United-States, >50K
54, Some-college, Married-civ-spouse, Machine-op-inspct, White, Male,40, United-States, <=50K
35, HS-grad, Married-civ-spouse, Farming-fishing, White, Male,99, United-States, <=50K
58, HS-grad, Widowed, ?, White, Female,12, United-States, <=50K
21, Some-college, Never-married, Tech-support, White, Female,25, Ecuador, <=50K
35, Masters, Married-civ-spouse, Sales, White, Male,40, United-States, >50K
35, Prof-school, Married-civ-spouse, Prof-specialty, White, Male,80, United-States, >50K
19, Some-college, Never-married, Craft-repair, White, Male,20, United-States, <=50K
48, HS-grad, Divorced, Exec-managerial, White, Female,40, United-States, <=50K
56, Some-college, Married-civ-spouse, ?, White, Male,40, Nicaragua, <=50K
65, Some-college, Widowed, Craft-repair, White, Female,35, United-States, <=50K
40, Bachelors, Separated, Adm-clerical, Black, Male,35, United-States, <=50K
26, HS-grad, Never-married, Adm-clerical, White, Female,40, United-States, <=50K
45, Some-college, Married-civ-spouse, Exec-managerial, White, Male,40, United-States, <=50K
26, Some-college, Never-married, Craft-repair, White, Male,40, United-States, <=50K
32, HS-grad, Married-civ-spouse, Adm-clerical, White, Male,40, United-States, <=50K
35, Bachelors, Divorced, Exec-managerial, White, Male,50, United-States, >50K
22, Some-college, Never-married, Craft-repair, White, Male,48, United-States, <=50K
37, Assoc-voc, Separated, Prof-specialty, White, Female,38, United-States, <=50K
25, Bachelors, Never-married, Craft-repair, White, Male,40, Mexico, <=50K
64, 1st-4th, Married-civ-spouse, Transport-moving, White, Male,53, ?, <=50K
46, Assoc-voc, Married-civ-spouse, Exec-managerial, White, Male,48, United-States, >50K
30, HS-grad, Never-married, Handlers-cleaners, White, Male,27, United-States, <=50K
63, Assoc-acdm, Divorced, Exec-managerial, White, Male,40, United-States, >50K
51, HS-grad, Married-civ-spouse, Protective-serv, White, Male,40, United-States, >50K
68, 7th-8th, Married-civ-spouse, Exec-managerial, White, Male,16, United-States, <=50K
36, Doctorate, Married-civ-spouse, Prof-specialty, White, Male,50, Canada, <=50K
28, Some-college, Never-married, Exec-managerial, White, Male,50, United-States, <=50K
41, Some-college, Married-civ-spouse, Sales, White, Male,40, United-States, <=50K
47, Some-college, Married-civ-spouse, Prof-specialty, White, Male,40, United-States, <=50K
22, Some-college, Never-married, Other-service, Black, Female,30, United-States, <=50K
33, Bachelors, Never-married, ?, Asian-Pac-Islander, Male,80, Philippines, <=50K
34, Prof-school, Married-civ-spouse, Prof-specialty, White, Male,40, United-States, >50K
46, Bachelors, Married-civ-spouse, Prof-specialty, White, Male,40, United-States, >50K
28, Some-college, Married-spouse-absent, Adm-clerical, White, Female,40, United-States, <=50K
36, HS-grad, Married-civ-spouse, Craft-repair, White, Male,52, United-States, >50K
18, Some-college, Never-married, Sales, White, Female,20, United-States, <=50K
33, Masters, Married-civ-spouse, Prof-specialty, White, Male,50, United-States, >50K
51, HS-grad, Married-civ-spouse, Transport-moving, White, Male,60, United-States, >50K
56, HS-grad, Married-civ-spouse, Exec-managerial, White, Male,35, United-States, <=50K
54, HS-grad, Never-married, Adm-clerical, White, Female,40, United-States, <=50K
29, HS-grad, Never-married, Exec-managerial, Black, Female,40, United-States, <=50K
40, Some-college, Divorced, Handlers-cleaners, Amer-Indian-Eskimo, Female,84, United-States, <=50K
53, Masters, Married-civ-spouse, Exec-managerial, White, Male,65, United-States, >50K
22, HS-grad, Never-married, Handlers-cleaners, White, Male,35, United-States, <=50K
33, HS-grad, Married-civ-spouse, Machine-op-inspct, White, Male,40, United-States, >50K
28, HS-grad, Divorced, Transport-moving, White, Male,50, United-States, <=50K
63, Some-college, Married-civ-spouse, Prof-specialty, White, Female,12, United-States, <=50K
53, Doctorate, Married-civ-spouse, Prof-specialty, White, Male,60, Germany, >50K
37, 10th, Married-civ-spouse, Craft-repair, White, Male,50, United-States, <=50K
50, Some-college, Divorced, Exec-managerial, White, Male,40, United-States, <=50K
22, HS-grad, Never-married, Craft-repair, White, Male,40, United-States, <=50K
40, Assoc-acdm, Never-married, Adm-clerical, White, Female,40, United-States, <=50K
22, Bachelors, Never-married, Prof-specialty, White, Female,40, United-States, >50K
21, Some-college, Never-married, Prof-specialty, White, Male,40, United-States, <=50K
25, Assoc-acdm, Married-civ-spouse, Handlers-cleaners, Black, Male,40, Jamaica, <=50K
20, Some-college, Never-married, Craft-repair, White, Female,40, United-States, <=50K
43, HS-grad, Married-civ-spouse, Transport-moving, White, Male,40, United-States, <=50K
29, Assoc-voc, Never-married, Exec-managerial, White, Female,50, United-States, <=50K
32, Bachelors, Married-civ-spouse, Sales, White, Male,40, United-States, >50K
42, Masters, Married-civ-spouse, Sales, White, Male,50, United-States, >50K
33, HS-grad, Married-civ-spouse, Machine-op-inspct, Asian-Pac-Islander, Male,40, South, <=50K
27, Some-college, Married-civ-spouse, Exec-managerial, White, Female,40, United-States, >50K
22, Some-college, Never-married, ?, White, Female,40, Iran, <=50K
29, Some-college, Married-civ-spouse, Machine-op-inspct, White, Male,38, United-States, <=50K
29, HS-grad, Married-civ-spouse, Transport-moving, White, Male,40, United-States, <=50K
20, Some-college, Never-married, Exec-managerial, White, Female,20, United-States, <=50K
35, 10th, Never-married, Adm-clerical, White, Male,40, United-States, <=50K
31, Bachelors, Married-civ-spouse, Prof-specialty, White, Male,50, Puerto-Rico, >50K
33, HS-grad, Never-married, Craft-repair, White, Male,50, United-States, <=50K
67, Some-college, Married-civ-spouse, Exec-managerial, White, Male,40, United-States, <=50K
46, Some-college, Married-civ-spouse, Prof-specialty, White, Male,10, United-States, <=50K
45, 9th, Married-civ-spouse, Machine-op-inspct, White, Female,40, United-States, >50K
17, 11th, Never-married, Sales, White, Male,20, United-States, <=50K
35, Bachelors, Married-civ-spouse, Exec-managerial, White, Male,70, United-States, >50K
48, Bachelors, Married-spouse-absent, Exec-managerial, Black, Male,40, Jamaica, >50K
49, HS-grad, Divorced, Machine-op-inspct, Black, Female,40, United-States, <=50K
20, Some-college, Never-married, Sales, White, Female,40, United-States, <=50K
27, HS-grad, Married-civ-spouse, Machine-op-inspct, White, Male,46, Canada, <=50K
64, Some-college, Married-civ-spouse, Craft-repair, White, Male,20, United-States, <=50K
53, Some-college, Separated, Craft-repair, Black, Male,40, United-States, <=50K
52, HS-grad, Divorced, Adm-clerical, White, Female,40, United-States, <=50K
29, HS-grad, Married-civ-spouse, Craft-repair, White, Male,55, United-States, <=50K
32, HS-grad, Married-civ-spouse, Craft-repair, White, Male,40, United-States, >50K
48, Bachelors, Married-civ-spouse, Prof-specialty, White, Female,20, United-States, >50K
30, Some-college, Never-married, Craft-repair, White, Male,40, Mexico, <=50K
34, HS-grad, Married-civ-spouse, Other-service, White, Male,20, United-States, <=50K
19, Some-college, Never-married, ?, White, Male,50, United-States, <=50K
39, HS-grad, Never-married, Prof-specialty, White, Male,50, United-States, <=50K
28, 11th, Never-married, Handlers-cleaners, White, Male,40, United-States, <=50K
17, 12th, Never-married, Sales, White, Female,10, ?, <=50K
54, Bachelors, Never-married, Prof-specialty, White, Female,50, United-States, <=50K
24, Some-college, Never-married, Sales, White, Male,40, United-States, <=50K
25, HS-grad, Never-married, Exec-managerial, White, Female,40, United-States, <=50K
25, 11th, Divorced, Other-service, White, Female,12, United-States, <=50K
48, Some-college, Married-civ-spouse, Exec-managerial, White, Female,40, United-States, >50K
